,관광지명,검색명,분류,주소,좌표(x),좌표 (y),봄,여름,가을,겨울,여자,남자,10대,20대,30대,40대,50대,60대,운영시간,주차장소,소요시간,사진,설명,휴일,전화번호,홈페이지
175,도산안창호기념관,도산안창호기념관,A02060200,서울특별시 강남구 도산대로45길 20,127.03565591,37.523937999699996,12.0,10.0,79.0,0.0,45.0,55.0,0.0,2.0,12.0,37.0,33.0,17.0,11:00~18:00,유료주차장 이용,약 1시간,http://tong.visitkorea.or.kr/cms/resource/68/1570768_image3_1.jpg,"나라의 근대화와 독립운동에 60평생을 몸바친 위대한 지도자 도산 안창호선생은 겨레의 스승이다.선생의 삶이 보여준 무실, 역행, 충의, 용감의 정신을 본받아, 새로운 역사를 창조해 나가고자 이곳에 도산안창호 기념관을 건립했다. 이 기념관은 국민들에게 인간과 국가와 민족이 무엇인가를 일깨워 주고 사람마다 스스로 삶의 중심과 길을 잡아가는 산교육의 마당으로 자리잡게 될 것이다.<br>","1월1일, 설/추석 연휴",02-541-1800,http://www.ahnchangho.or.kr
176,도선사(서울),도선사,A02010800,서울특별시 강북구 삼양로173길 504,126.989734146,37.6552274686,50.0,50.0,0.0,0.0,34.0,66.0,0.0,0.0,5.0,35.0,27.0,32.0,,,None,http://tong.visitkorea.or.kr/cms/resource/48/632948_image3_1.jpg,"우이동 버스 종점에서 사찰 진입로인 포장도로길 청담로를 따라 '도선고개'와 청담대종사의 진필 휘호인 ""자비무적, 밤생도량""이 새겨진 자비문과 바위고개 청담폭포 등을 지나 2.5km쯤 오르면 삼각산의 주봉인 백운대 만경봉 인수봉을 배경으로 도선사의 현관인 안양암과 마음의 광장이 나타난다.호국참회 본찰 도선사는 1,100여 년전 신라말의 유명한 도승 도선국사가 명산승지를 답사하다가 산세가 절묘하고 풍경이 청수하여  천년후 말세 불법이 재흥하리라' 예견하고 건립한 사찰이다. 그 후 도선국사는 신통력으로 사찰 옆에 서있는 큰 바위를 반으로 잘라 그 한쪽 면에다 20여책에 달하는 관세음보살상을 주장자로 새겼다고 하는데 , 이 마애불상은 정으로 쪼은 흔적을 찾을 수 없어 불가사의로 남아 있다.<br /><br />조선조 광무 7년에 광무황제로부터 정식으로 국가기원도량으로 지정받은바 있는 도선사가 오늘날의 위용을 갖추게 된 것은 조계종단의 종점과  총무원장, 종회의장, 장로원장 등을 두루 역임하신  한국불교정화유신운동의 총수 청담대종사의 대원력에서 기인한 것으로, 수행불교, 실천불교, 생활불교로 불교의 중흥을 꾀하자는 청담대종사의 호국참회사상이 대종사의 뜻을 받든 제자들과 고 육영수 대덕화보살을 비롯한  뜻있는 신남신녀들의 지극한 정성으로 모아져 호국참회사상을 펼치는 근본도량으로 크게 중창되었다.경내로 들어서면 호국참회원의 옹자와 마주치는데, 이 건물의 청담기념관에서는 청담대종사의 유물과 선필을 만날 수 있다.<br /><br /> 천불전으로 오르는 길 옆 연못청담 심지에서는 참배객들이 동전을 던지며 소원을 빌기도 한다.  명부전에는 생전 인연이 깊었던 고 박정희대통령과 고 육영수 여사(대덕화), 고 정주영 현대그룹 회장의 영정이 봉안되어 있으며, 명부전 앞뜰에는 200여 년전 어떤 고승이 인도에서 가져와 심었다는 보리수가 고목이 되어 있고, 12세 소년이 썼다는 기록이 새겨진 대웅전 현판글씨는 보는 이들의 감탄을 자아내게 한다.대웅전 옆 계단을 오르면 도선국사가 새겼다는 마애불상이 있는 석불전이 나오는데, 이곳은 관세음보살 기도영험이 있는 곳으로 알려져 일년 내내 기도객의 발길이 끊이지 않는 곳이다. 절의 용암문을 거치면 백운대와 인수봉으로 오르는 등산로가 이어진다.<br>",연중개방,02-993-3161,http://www.doseonsa.org
177,도시농업공원,도시농업공원,A02020700,서울특별시 양천구 신월동,126.82624196969999,37.5128105466,52.0,16.0,8.0,24.0,50.0,50.0,0.0,0.0,5.0,22.0,35.0,38.0,,,None,http://tong.visitkorea.or.kr/cms/resource/18/2611718_image2_1.bmp,"2019년 4월에 개장한 서남권 최초의 도시농업공원인 “양천도시농업공원”은 신월동 산 174-1일대에 위치하고 있다. 도시농업공원은 98구좌(882㎡)규모의 노지텃밭 및 어르신과 장애인을 위한 책상형 텃밭과 비닐하우스, 옥외샘터 등으로 구성된 도시농업존과 야외학습장, 숲속마당, 힐링숲 등으로 구성된 산림복원존으로 총 면적 24,078㎡의 “도시농업” 특화 공원이다. 또한 공원 내 도시농업교육센터에서는 농사에 관심 있는 구민 누구나 쉽게 체험할 수 있는 도시농부학교와 어린이 도시농부체험교실을 운영하고 있다. 앞으로도 도시농업을 통해 몸과 마음의 건강, 가꾸는 재미, 나누는 행복, 뿌듯한 자부심을 느낄 수 있도록 다양한 행사와 볼거리를 제공할 예정이다.<br>",,02-2620-3578,http://www.yangcheon.go.kr
178,도안사,도안사,A02010800,서울특별시 노원구 덕릉로145길 99,127.08543848709999,37.6838730841,100.0,0.0,0.0,0.0,49.0,51.0,3.0,5.0,10.0,30.0,35.0,17.0,,주차 가능,None,http://tong.visitkorea.or.kr/cms/resource/73/739073_image3_1.jpg,"도안사는 서울 노원구와 경기 의정부시, 남양주시 별내면(別內面) 경계에 위치한 수락산(水落山) 내에 있는 사찰이다.<br>",연중무휴,02-936-5936,http://www.doansa.or.kr
179,독립관,독립관,A02010700,서울특별시 서대문구 통일로 251,126.9581338041,37.5730642335,32.0,23.0,23.0,22.0,46.0,54.0,0.0,2.0,9.0,43.0,30.0,16.0,상시 개방,"있음<br />
※ 주차문의 02-312-6218",None,http://tong.visitkorea.or.kr/cms/resource/28/2413928_image3_1.jpg,"독립관은 원래 1407년(태종 7년)에 중국 사신을 영접하기 위해 지어진 영빈관으로서 초기의 이름은 모화루였으나, 1429년(세종 11년) 확장 개축되면서 모화관이라 개칭되었다.한말에 이르자 국제관계의 변화로 원래의 목적대로 사용되지 못하고 방치되어 있던 모화관을 서재필이 독립협회를 세우면서 독립관으로 개칭하고, 이곳에서 애국토론회를 개최하여 자주ㆍ민권ㆍ자강 사상을 고취시키는 독립운동의 기지로써 사용하였다. 그러자 일본제국주의자들은 독립운동 탄압의 일환으로써 이 건물을 철거해버렸다.세워질 당시의 위치는 현재의 위치에서 동남쪽으로 약 350m 떨어진 곳이었으며, 서대문독립공원 조성사업계획에 의거 전문가의 고증 자문에 따라 지상층은 당초대로 한식 목조건물로 복원하여 순국선열들의 위패(位牌)봉안과 전시실로 사용하고, 지하층은 행사 및 유물보관을 위해 1995년 12월 28일부터 1996년 12월 31일까지 서울특별시에서 건립하였다.<br>",연중무휴,02-365-4388,http://mfis.mpva.go.kr
180,독립문,독립문,A02010300,서울특별시 서대문구 통일로 251,126.9595586916,37.5724226668,29.0,36.0,23.0,12.0,62.0,38.0,0.0,2.0,10.0,46.0,26.0,15.0,상시개방,있음,None,http://tong.visitkorea.or.kr/cms/resource/29/2413929_image3_1.jpg,"1898년 1월 자주독립의 상징물 건립을 위하여 독립협회의 주관으로 이루어졌으며,기금은 협회가 모금한 돈으로 충당되었다. 중국 사신을 맞이했던 영은문 자리에 한국인 기사 심의석에 의해 중국인 노동자를 고용하여 구축한 최초의 서양식 건물이다.높이 14.28m, 넓이 11.48m로 프랑스 개선문을  모방하여 만든 건축물이다. 1979년 성산대로 건설에 따라 현재의 위치로 이전하게 되었다. 이 독립문은 조선 말기 독립협회의 대표적인 사업 중 하나였지만, 일본이나 외세로부터의 독립을 의미하기보다 주로 중국으로부터의 자주독립을 강조하는 상징물이었다.<br>",연중무휴,02-120,
181,돈의문박물관마을,돈의문박물관마을,A02060100,서울특별시 종로구 송월길 14-3,126.96855519430001,37.5688843508,0.0,0.0,100.0,0.0,48.0,52.0,0.0,4.0,18.0,35.0,9.0,33.0,10:00~19:00,,,http://tong.visitkorea.or.kr/cms/resource/52/2661752_image2_1.png,"돈의문박물관마을은 한양도성 서쪽 성문 안 첫 동네로서의 역사적 가치와 흘러간 근현대 서울의 삶과 기억을 고스란히 품고 서울형 도시재생 방식을 통해 재탄생한 도심 속 마을 단위 역사·문화공간이다.돈의문박물관마을은 이웃한 종로구 교남동 일대와 더불어 2003년 '돈의문 뉴타운' 지역으로 선정되면서, 기존의 건물을 모두 허물고 근린공원으로 조성될 계획이었다. 그러나 서울시는 한양도성 서쪽 성문 안 첫 동네로서 새문안 동네의 역사적 가치를 알리고 마을의 삶과 기억이 잘 보존되어 있는 작은 마을 그 자체를 박물관마을로 남겨 서울시민의 역사·문화 자산으로 조성하고자 하였다. 마을 내의 건물은 최대한 살려 리모델링하였으며, 일부 집을 허문 자리에는 넓은 마당을 만들었다. 근현대 건축물 및 도시형 한옥, 100년의 역사를 지닌 골목길 등 정겨운 마을의 모습은 같은 자리에 그대로 남아 많은 시민이 즐기고 체험할 수 있는 새로운 문화의 장으로 재탄생하였다.현재 돈의문박물관마을은 <근현대 100년, 기억의 보관소> 콘셉트로 새롭게 단장을 마치고 시민들을 맞이하고 있다. 40개 동의 기존 건물은 그대로 두면서 본래 조성 취지인 '살아있는 박물관마을'이라는 정체성을 되살릴 수 있도록 일 년 내내 전시, 체험, 공연, 마켓 등이 열리는 '참여형' 공간으로 콘텐츠를 꽉 채워 전면 재정비한 것이 큰 특징이다.<br>","매주 월요일, 1월 1일(단, 월요일이 공휴일인 경우 개방)",돈의문박물관마을 운영사무국 02-739-6994,http://korean.visitseoul.net
182,동국대학교 박물관,동국대학교 박물관,A02060100,서울특별시 중구 필동로1길 30,127.00015817120001,37.558244487399996,33.0,33.0,0.0,33.0,66.0,34.0,0.0,3.0,16.0,57.0,17.0,7.0,월~금요일 10:00~16:00,주차 가능,,http://tong.visitkorea.or.kr/cms/resource/30/2551430_image2_1.jpg,"동국대학교 박물관은 동국학원의 설립목적에 따라 불교관계의 고고 및 미술자료를 수집·보관·전시하며 불교미술을 조사·발굴·연구하고 이를 학계에 알림과 동시에 학생들의 교육에 활용하고자 설립되었다. 따라서 불교종합박물관이라는 뚜렷한 특징을 견지하고 있으며 그에 합당한 활동을 지속하고 있다.<br> 소장유물의 내용은 불교 관계의 조각·회화·공예·건축·금석문 등 각 분야에서 손굡히는 중요한 작품들이 망라되어 있다. 주요 사업으로는 상설전 뿐만 아니라 국내외의 학술조사사업, 특별전, 기획전 등을 매년 실행하고 있으며, 대학박물관 최초의 전문학술지인 &lt;&lt;불교미술&gt;&gt;을 지속적으로 발간하고 있다.<br>","토요일, 일요일, 공휴일",동국대학교 박물관 02-2260-3722,http://dgumuseum.dongguk.edu
183,동대문 문구완구거리,동대문 문구완구거리,A02030600,서울특별시 종로구 종로52길 36,127.0144065057,37.5712043487,22.0,27.0,20.0,30.0,58.0,42.0,0.0,2.0,10.0,47.0,29.0,12.0,08:00~19:00,없음,None,,"서울 지하철 1호선 동대문역 4번 출구로 나와 독일약국 옆 골목으로 들어서면 120곳의 문구점이 있는 동대문 문구거리가 나온다. 동대문 문구거리는 1960년대에 생겨나 오랜 전통을 자랑하는 국내 학용품의 중심지로 자리잡고 있다. 이 곳은 주로 공책류와 크레파스, 연필, 실내화, 가방, 스케치북 등의 학용품과 어린이 선물용품이나 팬시용품, 파티용품 등 서울시내 학교앞 문방구에 있는 문구가 이곳에 다 있다. 가격은 소비자 가격의30~40%까지 싸게 살 수 있고 한 번에 구입해야 하는 단위가 클수록 가격이 저렴하다. 또한 작년에 팔다 남은 이월상품이 정가의 절반이하로 파는 곳도 많다.<br>",,,http://tour.jongno.go.kr
184,동대문디자인플라자(DDP),동대문디자인플라자,A02040800,서울특별시 중구 을지로 281,127.009948681,37.5675991318,36.0,39.0,19.0,6.0,51.0,49.0,0.0,0.0,3.0,18.0,29.0,50.0,화~일 10:00~19:00 (월요일 휴무),있음,None,http://tong.visitkorea.or.kr/cms/resource/73/1902773_image3_1.jpg,"꿈꾸고(Dream), 만들고(Design), 누린다(Play)는 뜻을 가지고 있는 DDP(동대문 디자인 플라자)는 전시, 패션쇼, 포럼, 컨퍼런스 등 국내외 주요 행사들을 진행하고 있다. 건축물투어는 현장접수, 행사 일정, 키즈 프로그램 등은 사이트를 통해 확인하고 신청한다.<br>",,02-2153-0000,http://www.ddp.or.kr
185,동대문문화원,동대문문화원,A02060700,서울특별시 동대문구 왕산로 128,127.0376930838,37.5778651046,23.0,27.0,24.0,25.0,51.0,49.0,1.0,4.0,13.0,40.0,26.0,16.0,09:00~18:00,주차 가능(문화회관 주차장 이용),,http://tong.visitkorea.or.kr/cms/resource/53/1894853_image3_1.jpg,동대문문화원은 지역전통문화행사를 주관하고 다양한 장르의 문화행사를 개최하여 지역주민이 문화향수를 위한 운영을 하고 있다.<br>,"토요일, 일요일, 공휴일",동대문문화원 02-2241-9300,http://dongdaemun.kccf.or.kr
186,동대문역사문화공원,동대문역사문화공원,A02020700,서울특별시 중구 을지로 281,127.01017089780001,37.567068641999995,28.0,31.0,21.0,19.0,65.0,35.0,0.0,4.0,6.0,22.0,40.0,27.0,"[공원] 24시간 개방<br />
[살림터] 평일 10:00 ~ 21:00 / 주말·공휴일 10:00 ~ 22:00<br />
[장미정원] 점등 19:00, 소등 00:00<br />
[알림터] 10:00 ~ 21:00<br />
[배움터] 10:00 ~ 19:00 (수,금요일 10:00 ~ 21:00)<br />
[동대문역사관 1398] 10:00 ~ 18:00<br />
※ 휴관 1월1일, 매주월요일<br />
[동대문운동장 기념관] 09:00 ~ 19:00<br />
※ 휴관 1월1일, 매주월요일",,None,http://tong.visitkorea.or.kr/cms/resource/72/1897972_image3_1.jpg,"공원 내에는 서울성곽과 이간수문(265m 8,030㎡)외에도 동대문역사관(1,313㎡), 동대문유구전시장(4,460㎡), 동대문운동장기념관(339㎡), 이벤트홀(2,058㎡), 디자인갤러리(400㎡) 등이 들어섰다. 특히 동대문운동장을 기념하기위해 남긴 야간경기용 조명탑 2기와 성화대도 자리한다. 문화재발굴조사를 통해 서울성곽(이간수문, 치성)이 드러났으며, 야구장 및 축구장 부지에선 하도감터를 비롯한 조선전기~후기 건물지유구 44기와 조선백자와 분청사기 등 조선전기~일제강점기 때의 도자류 등 주요 유물 1,000여 점이 출토되었다. 현재는 서울의 살아있는 역사를 만나는 역사문화 테마공원이자, 현대의 디자인과 문화를 경험할 수 있는 전시관 및 행사장이자, 시민들의 휴식공간으로 자리잡았다.<br>",[공원] 연중무휴<br />[관람시설] 매주 월요일,02-2266-7188,http://www.ddp.or.kr
187,동덕아트갤러리,동덕아트갤러리,A02060500,서울특별시 종로구 우정국로 68,126.9832592375,37.5749644633,20.0,45.0,29.0,5.0,35.0,65.0,0.0,2.0,6.0,31.0,32.0,29.0,10:00~18:00,동덕빌딩 주차장 이용,,http://tong.visitkorea.or.kr/cms/resource/92/683292_image3_1.jpg,"동덕아트 갤러리는 문화 예술의 중심지인 인사동에 자리한 전시, 문화 공간이다. 1979년 동덕학교 법인에 의해 동덕 미술관으로 개관한 이래, 한국 미술 문화의 동향을 보여주는 다양한 전시를 개최하여 작가들에게는 창작 발표의 장을, 시민들에게는 자유로운 예술 감상의 기회를 제공하여 왔다.  <br />
시대의 새로운 요구와 함께 호흡하기 위해 동덕아트 갤러리는 동시대 작가 및 기획자의 창작 발표의 장을 제공하고 다양한 방식의 전시와 세미나, 문화 행사 
개최를 통해 미술 문화의 현장과 담론이 교류되는 역동적인 공간이 되고자 한다.<br>",,동덕아트갤러리 02-732-6458,http://www.gallerydongduk.com
